SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE
SAGO,TQBR,СамарЭн-ао,3.88,1000,0.25,A,Т+: Акции и ДР - безадрес.,3,Самараэнерго (ПАО) - ао,,FNDT,EQIN,,0.005,3.86,SUR,2024-05-23,3538928532,RU0009098255,SamaraEnergo ao,1-02-00127-A,3.855,SUR,1,3,2024-05-27
SAGOP,TQBR,СамарЭн-ап,3.96,1000,0.01,A,Т+: Акции и ДР - безадрес.,3,Самараэнерго (ПАО) - ап,,FNDT,EQIN,,0.005,3.975,SUR,2024-05-23,521993080,RU0009084495,SamaraEnergo(pref),2-02-00127-A,3.96,SUR,2,3,2024-05-27
SARE,TQBR,СаратЭн-ао,0.61,10000,0.02,A,Т+: Акции и ДР - безадрес.,3,Саратовэнерго(ПАО)-ао,,FNDT,EQIN,,0.001,0.607,SUR,2024-05-23,4865127996,RU0009100754,SaratovEnergo ao,1-02-00132-A,0.61,SUR,1,3,2024-05-27
SAREP,TQBR,СаратЭн-ап,0.349,10000,0.02113,A,Т+: Акции и ДР - безадрес.,4,Саратовэнерго(ПАО)-ап,,FNDT,EQIN,,0.0005,0.3495,SUR,2024-05-23,1493316000,RU0009100762,SaratovEnergo (pref),2-02-00132-A,0.3495,SUR,2,3,2024-05-27
SBER,TQBR,Сбербанк,323.54,10,3.0,A,Т+: Акции и ДР - безадрес.,2,Сбербанк России ПАО ао,,FNDT,EQIN,,0.01,322.87,SUR,2024-05-23,21586948000,RU0009029540,Sberbank,10301481B,323.9,SUR,1,1,2024-05-27
SBERP,TQBR,Сбербанк-п,323.71,10,3.0,A,Т+: Акции и ДР - безадрес.,2,Сбербанк России ПАО ап,,FNDT,EQIN,,0.01,323.02,SUR,2024-05-23,1000000000,RU0009029557,Sberbank (pref),20301481B,324.05,SUR,2,1,2024-05-27
SELG,TQBR,Селигдар,73.87,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""Селигдар""  ао",,FNDT,EQIN,,0.01,74.34,SUR,2024-05-23,1030000000,RU000A0JPR50,Seligdar,1-01-32694-F,74.0,SUR,1,1,2024-05-27
SFIN,TQBR,ЭсЭфАй ао,1423.8,1,0.67,A,Т+: Акции и ДР - безадрес.,1,ЭсЭфАй ПАО ао,,FNDT,EQIN,,0.2,1441.0,SUR,2024-05-23,111637791,RU000A0JVW89,SFI ao,1-02-56453-P,1423.8,SUR,1,1,2024-05-27
SGZH,TQBR,Сегежа,3.467,100,0.1,A,Т+: Акции и ДР - безадрес.,3,Сегежа ао,,FNDT,EQIN,,0.001,3.5,SUR,2024-05-23,15690000000,RU000A102XG9,Segezha,1-01-87154-H,3.492,SUR,1,1,2024-05-27
SIBN,TQBR,Газпрнефть,742.85,1,0.0016,A,Т+: Акции и ДР - безадрес.,2,Газпром нефть ПАО ао,,FNDT,EQIN,,0.05,745.65,SUR,2024-05-23,4741299639,RU0009062467,Gazprom neft,1-01-00146-A,744.5,SUR,1,3,2024-05-27
SLEN,TQBR,Сахэнер ао,4.765,100,10.0,A,Т+: Акции и ДР - безадрес.,3,"ПАО ""Сахалинэнерго"" ао",,FNDT,EQIN,,0.005,4.765,SUR,2024-05-23,1237175444,RU0009280465,Sakhalinenergo ao,1-03-00272-A,4.765,SUR,1,3,2024-05-27
SMLT,TQBR,Самолет ао,3566.0,1,25.0,A,Т+: Акции и ДР - безадрес.,1,ГК Самолет ао,,FNDT,EQIN,,0.5,3589.0,SUR,2024-05-23,61579358,RU000A0ZZG02,Samolet,1-01-16493-A,3544.0,SUR,1,1,2024-05-27
SNGS,TQBR,Сургнфгз,32.79,100,1.0,A,Т+: Акции и ДР - безадрес.,3,Сургутнефтегаз ПАО акции об.,,FNDT,EQIN,,0.005,32.99,SUR,2024-05-23,35725994705,RU0008926258,Surgut,1-01-00155-A,32.93,SUR,1,2,2024-05-27
SNGSP,TQBR,Сургнфгз-п,71.61,100,1.0,A,Т+: Акции и ДР - безадрес.,3,Сургутнефтегаз ПАО ап,,FNDT,EQIN,,0.005,71.77,SUR,2024-05-23,7701998235,RU0009029524,Surgut-pref,2-01-00155-A,71.69,SUR,2,2,2024-05-27
SOFL,TQBR,iСофтлайн,176.5,10,0.001499992500037,A,Т+: Акции и ДР - безадрес.,2,Софтлайн ао,,FNDT,EQIN,,0.02,177.68,SUR,2024-05-23,324000000,RU000A0ZZBC2,Softline,1-01-45848-H,177.0,SUR,1,2,2024-05-27
SPBE,TQBR,СПБ Биржа,118.4,1,3.75,A,Т+: Акции и ДР - безадрес.,1,СПБ Биржа ао,,FNDT,EQIN,,0.1,118.5,SUR,2024-05-23,132843907,RU000A0JQ9P9,SPB Exchange,1-01-55439-E,118.1,SUR,1,3,2024-05-27
STSB,TQBR,СтаврЭнСб,3.27,1000,0.0048,A,Т+: Акции и ДР - безадрес.,3,Ставрополэнергосбыт ПАО ао,,FNDT,EQIN,,0.005,3.275,SUR,2024-05-23,859074636,RU000A0ET1W4,StavropolEnergoSbyt,1-01-50119-A,3.27,SUR,1,3,2024-05-27
STSBP,TQBR,СтаврЭнСбп,3.14,1000,0.0048,A,Т+: Акции и ДР - безадрес.,3,Ставрополэнергосбыт ПАО ап,,FNDT,EQIN,,0.002,3.158,SUR,2024-05-23,262100364,RU000A0ET1Z7,StavropolEnergoSbyt (pref),2-01-50119-A,3.14,SUR,2,3,2024-05-27
SVAV,TQBR,СОЛЛЕРС,1022.0,1,12.5,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""СОЛЛЕРС""",,FNDT,EQIN,,0.5,1023.5,SUR,2024-05-23,31486001,RU0006914488,Sollers Avto,1-01-02461-D,1021.5,SUR,1,2,2024-05-27
SVCB,TQBR,Совкомбанк,18.74,100,0.1,A,Т+: Акции и ДР - безадрес.,3,Совкомбанк ао,,FNDT,EQIN,,0.005,18.71,SUR,2024-05-23,20693945875,RU000A0ZZAC4,Sovcombank,10100963B,18.66,SUR,1,1,2024-05-27
SVET,TQBR,Светофор,28.0,1,1.0,A,Т+: Акции и ДР - безадрес.,2,Светофор Групп ао,,FNDT,EQIN,,0.05,27.85,SUR,2024-05-23,22333500,RU000A100592,Svetofor Group,1-01-24350-J,28.0,SUR,1,3,2024-05-27
TASB,TQBR,ТамбЭнСб,2.17,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,"ао""Тамбов.энергсбыт.комп.""ПАО",,FNDT,EQIN,,0.002,2.19,SUR,2024-05-23,1525986880,RU000A0D8NG8,Tambov EnergoSbyt Company,1-01-65100-D,2.17,SUR,1,3,2024-05-27
TASBP,TQBR,ТамбЭнСб-п,1.208,10000,0.02,A,Т+: Акции и ДР - безадрес.,3,"ап""Тамбов.энергсбыт.комп.""ПАО",,FNDT,EQIN,,0.002,1.234,SUR,2024-05-23,217961420,RU000A0D8NH6,Tambov EnergoSbyt Comp. (pref),2-01-65100-D,1.208,SUR,2,3,2024-05-27
TATN,TQBR,Татнфт 3ао,743.4,1,1.0,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""Татнефть"" ао",,FNDT,EQIN,,0.1,743.8,SUR,2024-05-23,2178690700,RU0009033591,Tatneft-3,1-03-00161-A,745.7,SUR,1,1,2024-05-27
TATNP,TQBR,Татнфт 3ап,737.0,1,1.0,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""Татнефть"" ап 3 вып.",,FNDT,EQIN,,0.1,737.4,SUR,2024-05-23,147508500,RU0006944147,Tatneft (pref),2-03-00161-A,736.7,SUR,2,1,2024-05-27
TCSG,TQBR,ТКСХолд ао,2967.0,1,3.639384,A,Т+: Акции и ДР - безадрес.,1,ТКС Холдинг МКПАО ао,,FNDT,EQIN,,0.5,2954.0,SUR,2024-05-23,199305492,RU000A107UL4,IPJSC TCS Holding,1-01-16784-A,2994.0,SUR,1,1,2024-05-27
TGKA,TQBR,ТГК-1,0.009168,100000,0.01,A,Т+: Акции и ДР - безадрес.,6,"ао ПАО ""ТГК-1""",,FNDT,EQIN,,2e-06,0.009172,SUR,2024-05-23,3854341416571,RU000A0JNUD0,TGK-1,1-01-03388-D,0.009106,SUR,1,1,2024-05-27
TGKB,TQBR,ТГК-2,0.012445,1000000,0.01,A,Т+: Акции и ДР - безадрес.,6,"ао ПАО ""ТГК-2""",,FNDT,EQIN,,5e-06,0.01255,SUR,2024-05-23,1458404850747,RU000A0JNGS7,TGK-2,1-01-10420-A,0.012445,SUR,1,3,2024-05-27
TGKBP,TQBR,ТГК-2 ап,0.01902,100000,0.01,A,Т+: Акции и ДР - безадрес.,5,"ап ПАО ""ТГК-2""",,FNDT,EQIN,,1e-05,0.01914,SUR,2024-05-23,16500533681,RU000A0JNGT5,TGK-2 pref,2-01-10420-A,0.01902,SUR,2,3,2024-05-27
TGKN,TQBR,ТГК-14,0.01586,100000,0.001,A,Т+: Акции и ДР - безадрес.,5,"ао ПАО ""ТГК-14""",,FNDT,EQIN,,1e-05,0.0162,SUR,2024-05-23,1357945609114,RU000A0H1ES3,TGK-14,1-01-22451-F,0.01586,SUR,1,2,2024-05-27
TNSE,TQBR,ТНСэнрг ао,3330.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ГК ""ТНС энерго"" ао",,FNDT,EQIN,,5.0,3300.0,SUR,2024-05-23,13668239,RU000A0JUCQ5,"PAO GK ""TNS energo"" ao",1-01-15521-A,3330.0,SUR,1,3,2024-05-27
TORS,TQBR,ТРК ао,1.068,10000,0.4916,A,Т+: Акции и ДР - безадрес.,3,"ао ""Томская распределит.комп.""",,FNDT,EQIN,,0.002,1.072,SUR,2024-05-23,3819315580,RU000A0ETZF2,Tomsk raspredelit. komp ao,1-01-50128-A,1.056,SUR,1,3,2024-05-27
TORSP,TQBR,ТРК ап,0.525,10000,0.4916,A,Т+: Акции и ДР - безадрес.,3,"ап ""Томская распределит.комп.""",,FNDT,EQIN,,0.001,0.534,SUR,2024-05-23,576693000,RU000A0ETZM8,Tomsk raspredelit. komp ap,2-01-50128-A,0.525,SUR,2,3,2024-05-27
TRMK,TQBR,ТМК ао,220.9,10,10.0,A,Т+: Акции и ДР - безадрес.,2,ПАО ТМК,,FNDT,EQIN,,0.02,220.5,SUR,2024-05-23,1033135366,RU000A0B6NK6,TMK ao,1-01-29031-H,221.42,SUR,1,2,2024-05-27
TRNFP,TQBR,Транснф ап,1692.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,Транснефть ПАО акц.пр.,,FNDT,EQIN,,0.5,1692.0,SUR,2024-05-23,155487500,RU0009091573,Transneft (pref),2-01-00206-A,1700.0,SUR,2,1,2024-05-27
TTLK,TQBR,Таттел. ао,1.0565,1000,0.1,A,Т+: Акции и ДР - безадрес.,4,"""Таттелеком"" ПАО ао",,FNDT,EQIN,,0.0005,1.0605,SUR,2024-05-23,20843976400,RU000A0HM5C1,Tattelekom,1-02-50049-A,1.0565,SUR,1,3,2024-05-27
TUZA,TQBR,ТЗА ао,340.5,10,10.0,A,Т+: Акции и ДР - безадрес.,1,Туймаз. завод автобетоновозов,,FNDT,EQIN,,0.5,343.0,SUR,2024-05-23,8220000,RU000A0HL7A2,Tuimaz. Zavod Avtobetonovozov,1-01-30455-D,340.5,SUR,1,3,2024-05-27
UGLD,TQBR,ЮГК,1.02,1000,0.001,A,Т+: Акции и ДР - безадрес.,4,ЮГК,,FNDT,EQIN,,0.0001,1.0224,SUR,2024-05-23,212827273000,RU000A0JPP37,UGC,1-02-33010-D,1.02,SUR,1,2,2024-05-27
UKUZ,TQBR,ЮжКузб. ао,1546.0,1,0.04,A,Т+: Акции и ДР - безадрес.,0,Южный Кузбасс ПАО ао,,FNDT,EQIN,,2.0,1504.0,SUR,2024-05-23,36149002,RU0005294775,Uzhnyi Kuzbass,1-02-10591-F,1546.0,SUR,1,3,2024-05-27
UNAC,TQBR,iАвиастКао,1.029,1000,0.27,A,Т+: Акции и ДР - безадрес.,4,Об.авиастр.корп. ПАО ао,,FNDT,EQIN,,0.0005,1.0255,SUR,2024-05-23,532939780119,RU000A0JPLZ7,Ob.aviastroitelnaya korp.,1-02-55306-E,1.0205,SUR,1,3,2024-05-27
UNKL,TQBR,ЮУНК ао,7240.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Южно-Уральский никел. комб. ао,,FNDT,EQIN,,10.0,7260.0,SUR,2024-05-23,599737,RU0004887991,Uzhno-Uralskiy nikel. komb. ao,1-01-00197-A,7240.0,SUR,1,3,2024-05-27
UPRO,TQBR,Юнипро ао,2.077,1000,0.4,A,Т+: Акции и ДР - безадрес.,3,Юнипро ПАО ао,,FNDT,EQIN,,0.001,2.078,SUR,2024-05-23,63048706145,RU000A0JNGA5,Unipro PAO ao,1-02-65104-D,2.078,SUR,1,1,2024-05-27
URKZ,TQBR,УрКузница,28950.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ""Уральская кузница"" ао",,FNDT,EQIN,,50.0,29100.0,SUR,2024-05-23,547761,RU000A0JPFY2,Uralskaya kuznica ao,1-01-32341-D,28950.0,SUR,1,3,2024-05-27
USBN,TQBR,УралСиб ао,0.2686,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,БАНК УРАЛСИБ ПАО ао,,FNDT,EQIN,,0.0001,0.2668,SUR,2024-05-23,360134697357,RU0006929536,BANK URALSIB ao,10200030B,0.2686,SUR,1,3,2024-05-27
UTAR,TQBR,ЮТэйр ао,18.51,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"Авиакомпания ""ЮТэйр"" (ПАО) ао",,FNDT,EQIN,,0.01,18.75,SUR,2024-05-23,7896123268,RU0007661385,UTAir Aviacompany,1-01-00077-F,18.51,SUR,1,3,2024-05-27
VEON-RX,TQBR,VEON,36.7,10,0.001,A,Т+: Акции и ДР - безадрес.,2,VEON Ltd. ORD SHS,,FNDT,EQIN,,0.05,36.9,USD,2024-05-23,1749127404,BMG9349W1038,VEON Ltd. ORD SHS,,36.7,SUR,1,3,2024-05-27
VGSB,TQBR,ВолгЭнСб,17.78,1000,0.12,A,Т+: Акции и ДР - безадрес.,2,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.02,17.84,SUR,2024-05-23,319595965,RU000A0D8L73,Volgograd Energo Sbyt,1-01-65103-D,17.9,SUR,1,3,2024-05-27
VGSBP,TQBR,ВолгЭнСб-п,11.38,1000,0.12,A,Т+: Акции и ДР - безадрес.,2,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.02,11.74,SUR,2024-05-23,80499134,RU000A0D8L57,Volgograd Energo Sbyt (pref),2-01-65103-D,11.38,SUR,2,3,2024-05-27
VJGZ,TQBR,Варьеган,3580.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,ННК-Варьеганнефтегаз ПАО ао,,FNDT,EQIN,,2.0,3602.0,SUR,2024-05-23,18091110,RU0009046460,Var'eganneftegaz ao,1-01-00017-A,3580.0,SUR,1,3,2024-05-27
VJGZP,TQBR,Варьеган-п,2600.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,ННК-Варьеганнефтегаз ПАО ап,,FNDT,EQIN,,1.0,2614.0,SUR,2024-05-23,5883050,RU0007964789,Var'eganneftegaz ap,2-01-00017-A,2600.0,SUR,2,3,2024-05-27
VKCO,TQBR,"МКПАО ""ВК""",613.6,1,0.000450595,A,Т+: Акции и ДР - безадрес.,1,Международная компания ПАО ВК,,FNDT,EQIN,,0.2,611.0,SUR,2024-05-23,227874940,RU000A106YF0,VK International Public JS Com,1-01-16753-A,612.8,SUR,1,1,2024-05-27
VLHZ,TQBR,ВХЗ-ао,267.0,10,20.0,A,Т+: Акции и ДР - безадрес.,1,Владимирский химич.з-д(ПАО) ао,,FNDT,EQIN,,0.2,269.6,SUR,2024-05-23,5005605,RU0007984761,VHZ,1-02-04847-A,267.0,SUR,1,3,2024-05-27
VRSB,TQBR,ТНСэнВорон,637.5,10,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ао,,FNDT,EQIN,,0.5,643.0,SUR,2024-05-23,56151024,RU000A0DPG67,TNS energo Voroneg ao,1-01-55029-E,637.5,SUR,1,3,2024-05-27
VRSBP,TQBR,ТНСэнВор-п,182.6,10,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ап,,FNDT,EQIN,,0.2,183.2,SUR,2024-05-23,18716678,RU000A0DPG75,TNS energo Voroneg ap,2-01-55029-E,182.6,SUR,2,3,2024-05-27
VSMO,TQBR,ВСМПО-АВСМ,37520.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Корп. ВСМПО-АВИСМА (ПАО) ао,,FNDT,EQIN,,20.0,37760.0,SUR,2024-05-23,11529538,RU0009100291,Corp. VSMPO-AVISMA ao,1-01-30202-D,38020.0,SUR,1,2,2024-05-27
VSYD,TQBR,ВыбСудЗ ао,17100.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ао,,FNDT,EQIN,,50.0,17500.0,SUR,2024-05-23,1891250,RU0006334372,Viborgskii sudostr. Zavod ao,1-01-02203-D,17100.0,SUR,1,3,2024-05-27
VSYDP,TQBR,ВыбСудЗ ап,11840.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ап,,FNDT,EQIN,,20.0,11940.0,SUR,2024-05-23,51839,RU0006334380,Viborgskii sudostr. Zavod ap,2-01-02203-D,11840.0,SUR,2,3,2024-05-27
VTBR,TQBR,ВТБ ао,0.02252,10000,0.01,A,Т+: Акции и ДР - безадрес.,6,ао ПАО Банк ВТБ,,FNDT,EQIN,,5e-06,0.0225,SUR,2024-05-23,26849669465190,RU000A0JP5V6,VTB,10401000B,0.02259,SUR,1,1,2024-05-27
WTCM,TQBR,ЦМТ ао,15.2,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ао",,FNDT,EQIN,,0.02,15.14,SUR,2024-05-23,1083000000,RU0008137070,CMT,1-01-01837-A,15.2,SUR,1,3,2024-05-27
WTCMP,TQBR,ЦМТ ап,10.9,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ап",,FNDT,EQIN,,0.02,10.96,SUR,2024-05-23,162000000,RU0008137088,CMT (pref),2-01-01837-A,10.9,SUR,2,3,2024-05-27
WUSH,TQBR,iВУШХолднг,309.0,1,0.01,A,Т+: Акции и ДР - безадрес.,2,ВУШ Холдинг ао,,FNDT,EQIN,,0.01,310.39,SUR,2024-05-23,111382432,RU000A105EX7,WHOOSH Holding,1-01-03292-G,309.97,SUR,1,2,2024-05-27
YAKG,TQBR,ЯТЭК ао,90.6,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Якутская топл.-энерг. комп. ао,,FNDT,EQIN,,0.05,90.7,SUR,2024-05-23,826919375,RU0007796819,YaTEK ao,1-01-20510-F,90.6,SUR,1,3,2024-05-27
YKEN,TQBR,Якутскэнрг,0.722,10000,2.22,A,Т+: Акции и ДР - безадрес.,3,"АК ""Якутскэнерго"" (ПАО) ао",,FNDT,EQIN,,0.001,0.722,SUR,2024-05-23,10187741424,RU0009257075,YakutskEnergo,1-01-00304-A,0.722,SUR,1,3,2024-05-27
YKENP,TQBR,Якутскэн-п,0.568,10000,2.22,A,Т+: Акции и ДР - безадрес.,3,"АК ""Якутскэнерго"" (ПАО) ап",,FNDT,EQIN,,0.001,0.569,SUR,2024-05-23,1332635125,RU0007796827,YakutskEnergo ap,2-01-00304-A,0.568,SUR,2,3,2024-05-27
YNDX,TQBR,Yandex clA,4206.4,1,0.01,A,Т+: Акции и ДР - безадрес.,1,PLLC Yandex N.V. class A shs,,FNDT,EQIN,,0.2,4239.0,EUR,2024-05-23,326342270,NL0009805522,PLLC Yandex N.V.,,4251.8,SUR,1,1,2024-05-27
YRSB,TQBR,ТНСэнЯр,1124.0,10,1.0,A,Т+: Акции и ДР - безадрес.,0,ТНС энерго Ярославль ПАО ао,,FNDT,EQIN,,2.0,1174.0,SUR,2024-05-23,17143584,RU000A0D8760,TNS energo Yaroslavl' ao,1-01-50099-A,1124.0,SUR,1,3,2024-05-27
YRSBP,TQBR,ТНСэнЯр-п,256.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Ярославль ПАО ап,,FNDT,EQIN,,0.5,257.0,SUR,2024-05-23,4507320,RU000A0D88B3,TNS energo Yaroslavl' (pref),2-01-50099-A,256.0,SUR,2,3,2024-05-27
ZAYM,TQBR,Займер ао,208.95,10,0.1,A,Т+: Акции и ДР - безадрес.,2,Займер ао,,FNDT,EQIN,,0.05,207.9,SUR,2024-05-23,100000000,RU000A107RM8,Zaymer,1-01-16767-A,208.95,SUR,1,3,2024-05-27
ZILL,TQBR,ЗИЛ ао,3705.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,Завод им. И.А.Лихачева ПАО ао,,FNDT,EQIN,,5.0,3705.0,SUR,2024-05-23,2659962,RU0009086193,ZIL ao,1-02-00036-A,3690.0,SUR,1,3,2024-05-27
ZVEZ,TQBR,ЗВЕЗДА ао,11.7,1000,0.1,A,Т+: Акции и ДР - безадрес.,2,ЗВЕЗДА ПАО ао,,FNDT,EQIN,,0.01,11.77,SUR,2024-05-23,562020480,RU0009091300,Zvezda ao,1-01-00169-D,11.7,SUR,1,3,2024-05-27
